Var1,Var2,Var3
8971.17424524525,8242.99205742123,9876.76334210464
8977.31569069069,8244.26735519979,9816.87606253261
9016.56816816817,8227.2038348409,9921.87137308044
8851.19754854855,8090.25325677999,9785.30015137271
8619.59782882883,7904.31575893521,9429.14714711002
8641.08015915916,7931.46839156046,9508.12505173361
8827.30097697698,8060.37111394352,9718.53647568014
8684.60700600601,7981.01807025857,9578.85913224783
8711.36664264264,7984.14009191118,9523.25202542959
8810.94677077077,8076.87634034994,9670.93576487816
8870.65909009009,8138.82009779997,9669.82316873121
8942.46133233234,8232.69245500233,9744.38798254269
8830.28047947948,8105.02568499152,9639.31278920172
9088.00984584584,8278.29185483842,9924.18411519408
9273.60799199199,8449.19201334582,10116.5749532115
9348.79239239239,8528.69732234457,10246.4265020307
9216.05577977978,8510.99303561426,10126.7286588201
9501.58756256257,8718.1377154395,10491.5131880459
9445.96676276276,8615.34446304277,10402.1594655834
9511.12992892893,8610.01143105469,10528.6142579085
9468.06406406406,8600.29327037514,10371.5029577319
9596.89365265265,8718.9408078485,10576.2747170334
9361.8977977978,8497.79383733006,10308.8255347892
9563.89618018018,8747.81162646715,10510.8656736171
9362.65641241241,8509.26054198578,10299.229588917
9572.948992993,8690.16444772494,10576.5826234039
9692.81240840841,8805.83046993211,10628.0136775755
9816.27487387387,8953.451846058,10885.2787140744
9443.54804404405,8592.28218182997,10373.4215093532
9765.72322322323,8938.82225773544,10657.2634147367
9819.93088688688,8970.73742244587,10671.5705963209
10102.7171171171,9271.35923778336,11060.4771914779
9988.30508008008,9163.44442926595,11059.2791935518
9796.09517417418,9042.9051820191,10713.4948352726
9896.97007007007,9142.42702508792,10800.9449207339
9705.25825725726,8954.36249434877,10597.9181428495
9928.29817717718,9120.64251282211,10818.7153829847
9719.54766666667,8893.97921295964,10577.5107315739
9912.96799199199,9044.87168806276,10857.8940248315
9525.13316416416,8726.27032644295,10430.8605350859
9838.03848248248,9063.02287286564,10813.5519139225
9510.45626026026,8728.70203458087,10435.4701664459
9588.24021521522,8831.592242153,10478.9900987092
9305.70065165165,8540.13630754604,10163.142170377
9553.17107107107,8766.66213957116,10468.7674745122
9950.69397297297,9154.50714353241,10852.4341986355
9632.9312022022,8837.13653424864,10615.2469471136
9672.7201991992,8877.36357315214,10590.9568880511
9807.0940980981,8998.77187193404,10767.6870851892
9805.45933833834,8958.44821083162,10803.6189260496
9520.78101201201,8721.4100620227,10474.921706294
9334.21628728729,8530.34752042333,10324.8488115308
9403.5119029029,8598.53595580568,10410.8938773937
9155.45591991992,8379.43303927691,10146.4406880169
9139.10436836835,8426.15483215106,10034.9821580975
9381.93744844845,8654.92758106601,10237.87849758
9287.34111611611,8546.19275852508,10245.0054063673
9146.83105505506,8436.29530075032,10004.7704583049
8872.46039639639,8118.80623186701,9677.16515364243
9105.05082582582,8402.27501319296,9983.26273410471
8643.82904504504,7960.58533461481,9514.66521207881
8764.68400300301,8021.21943563593,9562.97185781596
8701.36025625625,7970.66494573701,9484.14182287893
8810.54244244244,8107.74169047545,9664.51732996327
9110.15967867868,8374.63582446019,9949.87783626344
9276.12172172172,8541.71485765598,10090.9524040384
9273.25084984985,8555.66545075767,10077.8599956269
9220.04441941942,8485.32977320466,10075.111649633
9355.07095495496,8586.38689989057,10168.3021950309
9314.57945845846,8554.51109657298,10129.8985715833
9404.6362002002,8695.43650346547,10244.3899166216
9007.27619519519,8316.15265894327,9855.55017512911
8911.86101201201,8246.36116583878,9876.86984786952
8910.64864864865,8224.14659882818,9818.633642895
9294.56717117117,8600.54248955255,10246.1661532402
9195.0231021021,8489.66809230693,10070.3766901016
9206.13480580581,8543.19972528168,10054.7564954733
9109.70107607608,8427.06975125323,9913.34886936032
9462.98265365365,8768.56164120482,10323.7076114686
9329.32147747748,8641.41736144137,10283.4823885686
9557.51949449449,8852.68900446914,10479.4068886549
9627.46117217218,8886.87951982828,10541.9105694277
9687.00117717718,9013.70954990282,10672.4331494297
9753.49257657658,8981.91429104173,10622.3753969222
10106.8404794795,9318.52391012823,11092.6673043176
10083.2822412412,9326.04060794472,11066.971932496
10162.4952702703,9379.73836580663,11087.1372627021
10046.6708468468,9256.90932069528,11038.0170372134
10115.3341331331,9273.28087519345,11148.7933476022
10115.0588338338,9286.73334113739,11221.3490960519
9935.05995595596,9115.61113736321,10992.6686702419
10012.0348258258,9238.11673577126,11088.6357969312
9412.92777177178,8640.12785962935,10388.2194662329
9263.50060460461,8508.80574480168,10149.638114556
9016.72422422422,8249.75935306857,9880.79588592065
8781.76158558559,7994.05234658671,9651.83121626912
8593.75473073073,7789.60082917885,9345.77545065896
8663.97703303303,7876.76137779157,9400.09590867212
8611.97193593593,7832.62339151816,9326.99503021384
8613.11048648649,7896.04122012597,9369.10964749512
8778.91131131131,8033.0334927029,9523.39204951329
8901.38206106106,8076.25191532597,9709.02041295061
9061.3283033033,8333.1027434522,9934.57348442423
8873.94857957958,8139.38122008479,9727.9462748445
8850.9772012012,8094.44823171327,9715.70648075153
9033.03525925926,8253.12352558787,9928.78454095865
9054.05591191191,8298.20492548607,9928.52992214741
8799.27387287287,8034.58575148747,9584.54906415991
8850.25381781781,8146.93207008066,9659.8318153724
8784.78114514514,8033.36346543484,9682.338900685
8675.27470570571,7968.30932330649,9607.06352837665
8849.36352252252,8126.49386135623,9706.54017346035
9003.43333333333,8275.89681051814,9918.93172736828
9252.56393893893,8459.54580561298,10152.0854272502
9377.90308708708,8482.12714248891,10347.139011654
9381.25845745745,8511.6889889427,10386.6980630771
9463.3999109109,8559.86443109949,10456.6720065505
9303.89628028028,8413.60139476763,10257.3306561952
9374.44061661662,8515.91094184563,10276.7730118704
9253.78152552552,8423.10036180517,10140.6716093072
8908.27387387388,8167.62898682977,9862.98003844087
9161.84388288288,8403.74516003475,10163.2020068634
9176.18464864865,8426.2715852885,10177.9716696222
9257.958002002,8390.07000496859,10181.4114119884
9480.1091001001,8680.86958628445,10449.115017825
9319.26486486486,8456.57740666729,10224.2873108099
9314.39646746747,8473.96547165124,10247.306749359
9385.34460860861,8509.4908905389,10276.0569229237
9468.4663053053,8641.95841993986,10378.1667070785
9423.60151251251,8582.91956243431,10406.5446681024
9314.64644544544,8478.31145125898,10276.0621583014
9262.0658968969,8474.68936292563,10250.6282767113
9237.48308308308,8443.25703525846,10229.9577850508
9321.69493393393,8537.24350797176,10265.5811916466
9298.72163263263,8527.04502547232,10163.0299811791
9548.02498098098,8782.69495478866,10427.9656443076
9301.71131131131,8544.81868723858,10150.6864276801
9317.41173073073,8508.31929854376,10161.7595659881
9092.23320920921,8362.4857475353,9922.2650504468
8897.4140980981,8163.88077880734,9755.34170310401
8865.68095695696,8163.2142914845,9711.96052897082
8545.08264664665,7842.86642406671,9357.86028334574
8824.93293293293,8126.99534995305,9656.32307308351
8688.78073973974,7909.02391638804,9537.34432344703
8698.85288388388,7979.42689319136,9581.10469911301
8902.59284884885,8160.29544588927,9786.02744564938
9029.66268668669,8261.89154688653,9978.47685653515
8991.25812212212,8200.00098517137,9854.17493374098
8957.32870470471,8129.53591530022,9841.77333758783
9026.00510910911,8137.12602593239,9867.22083394201
8935.30552952953,8147.25318470586,9703.38240800954
8849.83823823824,8130.48981194077,9647.75835284086
8952.41120720721,8227.09636558368,9827.53788044555
8895.91135035035,8163.80409600756,9703.86525318914
8919.31215115115,8229.09450007385,9773.76914594988
8489.82772772773,7788.15070937371,9351.46335598127
8525.65735335336,7803.08001823965,9293.70871234445
8567.86017117117,7902.53289786583,9316.08909278988
8522.73880980981,7825.22272643012,9304.10476416042
8305.86858458458,7655.5801130374,9096.22151839713
8653.1240990991,7970.11358742497,9438.61003057106
8788.88372772773,8124.16507141717,9659.18581610269
8689.85173573574,7990.27886999357,9506.45829411119
8801.95167067067,8069.54103284017,9546.23098813262
8428.50077177177,7721.456627198,9169.1696825069
8356.3348058058,7654.61236766202,9118.69481057449
8669.85977877878,7936.71880522858,9459.63113476339
8724.40460860861,7930.23989240376,9527.99479118117
8713.05728828829,7951.16988538095,9550.84312492406
8975.51737337338,8160.53777738056,9800.17050374713
8912.87205605606,8159.40060263652,9778.11692028682
9064.0960960961,8294.2416799179,9933.23928317766
9209.97500600601,8456.19640442845,10138.9773448829
9259.54594594595,8488.60940730527,10179.0292882679
9312.40164064064,8560.68931963144,10263.7654955025
9293.75172672673,8600.42611911874,10240.4625754777
9161.41517117117,8477.38634170766,10131.0804000743
