Var1,Var2,Var3
2825.351,2805.98654490283,2844.72377328408
2885.568,2866.37416630345,2904.72668805829
2946.164,2926.90100870136,2965.19184070819
3006.042,2986.32920690859,3025.12132204461
3064.12,3045.70174940171,3084.23042286415
3123.001,3104.4745350431,3141.86559334843
3180.537,3162.37846435376,3198.79522748777
3237.342,3218.98695357327,3255.72016581807
3293.815,3276.13444108207,3312.35038531507
3348.475,3330.54395143669,3366.25331085929
3401.765,3384.27680082087,3419.79403456468
3455.892,3439.16290071828,3473.64833106191
3507.06,3490.32822680494,3524.66577638626
3558.416,3542.05613805225,3575.89364641847
3609.39,3592.81478351314,3625.85858690457
3658.189,3641.86573658771,3673.77893707504
3707.103,3691.22060473276,3723.02942153498
3753.992,3738.37213551769,3769.69301302952
3799.378,3783.88193279563,3814.9076362576
3843.777,3828.63778436957,3859.18647248929
3887.924,3873.06079936951,3903.06356823284
3929.378,3914.45976591875,3943.89602162861
3971.12,3956.31169047263,3984.92689160379
4011.701,3997.37841836746,4025.52635843799
4050.114,4036.01158082703,4063.63624017406
4088.952,4075.3313105089,4102.44811178181
4125.097,4112.39392278935,4138.47043910117
4160.251,4148.17148160961,4173.38890207912
4194.366,4182.81203020269,4207.03390823941
4227.529,4215.83551230447,4239.70691495916
4260.184,4249.16598082415,4272.07124040741
4289.415,4278.54225186699,4300.82383049292
4319.643,4308.67319032822,4330.66143702954
4348.313,4337.82514789839,4359.18821648425
4377.247,4367.05557059936,4388.08046751568
4405.021,4395.13854734653,4415.02693530909
4432.178,4422.80844191989,4441.92217690062
4456.875,4447.6506927724,4466.31174013413
4481.957,4472.88985563206,4491.62178612579
4505.388,4496.3197607868,4515.18321800497
4526.567,4517.56785748706,4535.9415794323
4548.125,4539.17798034665,4557.16581320571
4568.287,4559.5498519513,4576.74393095949
4586.697,4578.13718442049,4595.00353642516
4606.119,4597.80038351155,4614.16516891853
4622.907,4614.90925647448,4630.85975100123
4639.188,4631.58282356206,4647.02342674137
4655.799,4647.66731633701,4663.59806504515
4671.129,4663.39253782813,4678.87816559552
4685.998,4678.19892586698,4693.40488849916
4698.941,4690.98857596373,4706.21957052845
4714.42,4706.53201618657,4721.47889080424
4727.358,4719.4966191688,4734.77153426247
4740.851,4733.4582212136,4747.72274813317
4753.901,4746.69730562179,4760.84210126419
4765.824,4759.22672612356,4772.78828221565
4775.566,4768.94440840028,4782.44143354623
4785.966,4779.53879860349,4792.65846415361
4796.582,4790.25057239123,4803.4030389691
4805.989,4799.44648879615,4812.72451454151
4814.122,4808.01797821316,4820.73077538954
4821.99,4815.6849602185,4828.74235819733
4831.348,4825.23603728523,4838.15042115377
4839.715,4833.50979099499,4846.47047106928
4846.56,4840.28317677349,4853.25871486952
4854.336,4848.23683385931,4860.83636382538
4862.695,4856.45666100793,4869.08620832533
4867.092,4861.16379771349,4873.26982261699
4871.749,4865.68437894087,4878.0334709322
4877.02,4870.91941475624,4883.30073650012
4883.3,4876.9465859532,4889.32970770578
4889.4,4883.11017336507,4895.37204577292
4893.975,4887.91421939909,4900.35652256584
4897.945,4891.28288781075,4904.06872464
4902.854,4896.18848938797,4908.87596896303
4908.533,4901.69412714245,4914.76096897207
4911.647,4904.88291380947,4917.91230521433
4916.06,4909.10290906237,4922.23701902986
4921.178,4914.64925577657,4927.18125476801
4924.064,4917.04416591025,4930.15860263125
4927.718,4921.17369446046,4934.12136777026
4930.312,4923.80366495681,4936.85495884824
4935.221,4928.56376385579,4942.0027944364
4939.521,4933.26657725252,4946.06495078587
4942.214,4935.98215153446,4949.02828633705
4944.497,4938.26678435179,4951.45805844632
4946.472,4940.31730462971,4953.27669807889
4950.917,4944.61143737352,4957.58193999841
4952.224,4945.56765340864,4958.75831983643
4954.467,4947.76640267513,4961.06600844807
4957.083,4950.65260425822,4963.35951426712
4959.855,4953.25858957666,4966.4663603851
4962.244,4956.14648504519,4968.89167091413
4965.846,4960.00750671754,4972.75490547723
4967.858,4961.97763215291,4974.30434418794
4968.379,4962.58691970196,4975.16490926895
4969.525,4963.34068118235,4975.94890051549
4971.619,4965.37799309787,4977.70594170726
4973.877,4967.87146768063,4979.87416966026
4974.943,4969.23993419755,4980.84529542162
4974.264,4968.57081061312,4980.58649185475
4974.764,4968.91117247348,4981.23394430407
4975.68,4969.86420695642,4982.27509467515
4976.38,4970.61823199794,4982.72490107896
4977.173,4971.47908334781,4984.0329618392
4978.891,4973.2951243229,4985.52175144844
4978.305,4972.75838321342,4984.52440063134
4977.209,4971.93783445103,4983.69484647037
4978.628,4973.2348212192,4984.97444935837
4980.233,4974.72190825469,4986.40996997486
4980.412,4975.06352333532,4987.08124367354
4981.783,4976.37695733243,4988.32042252222
4983.259,4977.98029654715,4989.78372480211
4985.312,4980.09049044211,4991.27947125002
4985.399,4980.14369283705,4991.41816414812
4986.207,4980.80835687948,4991.99201298201
4986.764,4981.37435429275,4992.69228977344
4986.898,4981.4535262211,4993.27382308148
4988.205,4982.5295286608,4994.53054991945
4989.008,4983.17070418462,4995.10303214534
4988.76,4982.81416926011,4995.37968082573
4988.825,4982.6314177547,4995.39274323687
4989.323,4983.02521235661,4995.75144870327
4990.161,4984.40693399632,4996.49428485773
4991.249,4985.36757285545,4997.2642384317
4991.827,4985.80022417828,4997.70190990113
4992.176,4985.60846222223,4997.54501797878
4992.328,4985.72366068525,4997.78251214568
4994.313,4987.88186629642,4999.91190975794
4994.285,4988.01212482245,4999.9607056621
4995.607,4989.17046153818,5001.09640417918
4996.08,4989.73428825423,5001.85139610307
4994.95,4988.80814942634,5001.08921546553
4995.101,4988.89468792389,5001.15938492368
4995.441,4989.50962658371,5001.11171558603
4996.533,4990.80076168027,5001.62937740953
4997.321,4991.52846394376,5002.84941934724
4998.176,4992.41170986903,5003.91007139154
4998.559,4992.66451886925,5004.1021359298
4998.985,4993.18748936213,5004.61848677109
4998.085,4992.22569352201,5003.60834967451
4997.461,4991.71109669169,5003.7001567305
4996.096,4990.08411731155,5001.98117378312
4996.34,4990.57173082084,5002.48566712688
4995.687,4989.67800810316,5001.72071888347
4995.423,4989.45672104762,5001.17953845752
4995.858,4990.08758013862,5001.48495365621
4997.803,4991.93682703247,5003.51605984846
4996.909,4990.92170697842,5002.70368981461
4997.277,4991.42373750237,5003.13481157538
4996.897,4990.87999805443,5002.74295566803
4996.679,4990.39928821889,5002.56605391001
4997.322,4991.00868332622,5003.54891755378
4997.364,4991.5582330445,5003.72642014743
4997.679,4991.51317958362,5003.6175447142
4999.205,4993.09486592067,5004.81194658752
4998.831,4992.57399056632,5004.11866575763
4998.581,4992.55158189973,5004.24330953829
4998.988,4993.03882203726,5004.20749417682
4999.494,4993.42864377821,5004.92069572313
4997.983,4991.41198094168,5003.70624524655
4998.968,4992.8106130808,5004.82194063337
4997.517,4991.26355449637,5003.45745619113
4996.901,4991.04817956166,5002.52720643884
4996.772,4991.12052334915,5002.63813778025
4996.005,4990.21217309643,5001.31089856038
4996.461,4991.08101695525,5002.01930449034
4997.721,4992.42366378498,5003.49978639812
4997.929,4992.34102159429,5003.76
4998.623,4992.967,5004.33782942058
4999.097,4993.46659557616,5004.8550825672
4998.567,4992.94782780644,5004.50526142624
4997.042,4991.3527648375,5002.85866860756
4998.203,4992.59049569524,5004.20515864203
4997.057,4991.72484517646,5002.98331685251
4996.142,4990.13161475712,5001.67476597529
4996.452,4990.90638324165,5002.37371441595
4996.409,4990.64388619374,5002.0114795204
4996.568,4990.57683630267,5001.90617656831
4996.873,4991.00534754834,5002.64493546234
4997.589,4991.4999771528,5002.95975523725
4999.065,4993.21703258462,5004.73676753855
4999.751,4993.54362138144,5005.61423638465
4999.311,4992.97339704463,5005.3701970985
4999.061,4992.75426544276,5004.97605056661
5000.258,4994.09123319805,5006.75041641269
5000.999,4994.61778564147,5007.33353827381
5000.188,4993.68284148304,5006.22525860994
4999.16,4992.91564841222,5005.22075238207
4999.126,4992.8193178747,5005.16212474356
4999.257,4993.29924455262,5005.22356210446
4999.684,4993.52577587858,5006.08885071871
4999.563,4993.31330538087,5005.5836085573
4998.973,4992.6643122378,5004.89064631979
4997.421,4990.94701259642,5003.49834153832
4998.71,4992.21514965786,5004.68212503385
4999.476,4992.97326502378,5005.58878341161
4999.162,4993.02456272801,5005.32810797066
4998.548,4992.3394098651,5004.44921669378
4999.941,4993.72984459483,5005.81456332123
4998.8,4992.87174228517,5004.99063986398
4998.193,4991.99564042901,5004.39287996957
4998.138,4992.01813037131,5004.50286834794
4998.642,4992.47517029423,5005.02343217289
4999.524,4993.49747114961,5005.34940459652
4999.904,4993.82125337725,5005.89452086074
4999.847,4993.63257430555,5005.75328310149
4999.899,4993.55438167928,5005.73126079303
4999.651,4993.64866096226,5005.6076807349
5000.655,4994.40048133786,5006.27271230716
5000.033,4993.9025706996,5005.69356765535
4999.718,4993.66452683575,5005.70290362686
5000.678,4994.85380657672,5007.09652440057
5000.692,4995.01369593694,5007.29990051368
5000.394,4994.34607680288,5006.62954235797
4999.587,4993.91211714501,5005.86635572998
4998.587,4992.71795762361,5004.93691222626
4999.09,4993.24978118575,5005.19179383386
4998.953,4993.23513176222,5005.01368939052
4998.745,4993.06245834875,5004.91681599753
4998.974,4992.93935181529,5004.81649230336
4999.419,4993.52067618564,5005.24775360988
5001.285,4995.22290091067,5007.01051469126
5000.063,4993.88032375898,5005.86614038332
4999.657,4993.23871600493,5005.20915672529
4999.077,4992.85655136507,5004.66544919204
4998.175,4991.86876170424,5003.72514857295
4998.82,4992.99957576632,5004.55308402938
4999.093,4993.33554026602,5004.6038668506
4999.113,4993.46914489638,5004.51169965133
4998.839,4993.424535067,5004.27670396887
4998.518,4993.263854492,5004.33977557448
4999.301,4994.15101956612,5005.01459623085
4998.582,4992.9203509382,5004.32917463079
4998.224,4992.23290880976,5003.64325853797
4997.163,4991.00352068021,5002.57274621227
4998.127,4992.00913752525,5003.61474168758
4998.599,4992.37503335335,5004.03590290949
4999.142,4993.00464461414,5004.61773704605
4997.704,4991.60069609654,5003.26673971283
4998.32,4992.11651497496,5003.88822626103
4998.826,4992.77502848526,5004.36257850476
4998.945,4992.77042119919,5004.65891511682
4997.198,4991.01794149292,5003.07882037731
4996.101,4989.89233161238,5002.01
4994.9,4988.44053753401,5000.58493023989
4995.079,4988.92426498001,5001.20375317574
4995.11,4989.35833112836,5001.2249631691
4994.654,4988.49931392877,5000.89775138343
4995.338,4989.30566063187,5001.28682285595
4995.134,4989.19579361194,5001.17690731616
4996.102,4989.81856615085,5002.09387555747
4996.201,4990.00638473012,5002.65047588595
4996.248,4989.85541505336,5002.25379648676
4995.65,4989.35043448302,5001.59383750617
4996.862,4990.55980138919,5002.77007067188
4997.26,4991.12013745181,5003.40583738514
4998.265,4992.15730275337,5004.34989491816
4998.089,4991.74294110225,5004.17686315733
4998.53,4992.33135381739,5004.26775394185
4997.249,4990.78097476722,5002.94864879323
4997.761,4991.42559557027,5003.68750985599
4998.641,4992.30055948476,5004.61476167756
4997.176,4990.85513006454,5002.86948761071
4997.187,4990.82866467475,5002.72328292545
4996.334,4989.45402372211,5001.89358601205
4996.014,4989.64022935927,5001.600253716
4995.905,4989.4214942441,5001.71372236632
4997.007,4990.75666332946,5003.18986071598
4998.69,4992.21711851655,5004.82304645443
4997.811,4991.86995539385,5004.22953366148
4997.973,4992.1296616148,5004.18536064656
4997.289,4991.72725270008,5003.57563363288
4998.386,4992.66497162377,5004.62472060356
4998.489,4992.54820516908,5004.59116411
4998.113,4992.41261566028,5003.991494868
4997.327,4991.70897815001,5003.11729090595
4999.353,4993.5254843793,5005.32728931652
4998.744,4993.12889141588,5004.81155406786
4997.356,4991.94681172212,5003.58917336436
4995.183,4989.68303372174,5001.66936354716
4993.965,4988.38944805699,5000.11824133634
4994.924,4989.36044222425,5001.10723141229
4996.008,4990.26787692069,5001.90524847033
4996.515,4990.63417960773,5002.72872521571
4995.528,4989.78649281171,5001.55240854797
4991.959,4986.16034576957,4997.62720990337
4992.652,4987.28386566979,4998.60631194194
4994.11,4988.47166930637,4999.86272717635
4993.941,4987.77769167228,4999.5839635359
4994.02,4988.08818610208,4999.70643966147
4994.451,4988.18648972949,5000.05411588958
4993.225,4987.11890328423,4998.83995550232
4995.046,4988.74724610392,5000.66217066146
4993.739,4987.19794504381,4999.26054875092
4994.294,4988.20284614947,5000.22886502037
4993.241,4986.85822274392,4999.04779067487
4993.043,4986.62977907169,4998.90798199262
4992,4985.57512843686,4997.71595038038
4992.914,4986.71042593873,4998.66803642786
4993.661,4987.38186843286,4999.34058605261
4994.677,4988.40392384273,5000.54601281595
4995.325,4989.07803724772,5001.21907560379
4995.073,4989.00617524022,5001.06667864961
4994.938,4988.8485855928,5000.97437757309
4993.905,4987.69186152725,4999.80448060688
4994.517,4988.25667447164,5000.39799063772
4995.268,4989.13499840526,5001.28588518673
4995.946,4989.77991061686,5001.84397059724
4996.231,4990.09285629114,5002.44592746204
4996.821,4990.55959765419,5003.21431893432
4996.135,4990.02768780454,5002.7481804101
4996.268,4990.13505525802,5002.76856867075
4995.899,4989.39753306263,5001.85513203168
4996.085,4989.949,5002.35828096215
4995.848,4989.56942788311,5001.83395089244
4994.297,4988.43624025484,5001.29103035703
4995.466,4989.28860970648,5001.75533647969
4994.336,4988.55785581838,5000.6462652538
4995.75,4990.00221228002,5001.82039135128
4995.224,4989.66841071745,5001.17214595173
4995.468,4990.16935871346,5001.19769093026
4995.212,4989.13252601372,5000.75220074881
4995.506,4989.9338256352,5001.22832663928
4997.068,4991.39436682059,5002.80942253962
4997.44,4991.5643125495,5002.86656548794
4996.639,4990.87306412534,5002.56964942304
4997.355,4991.80180284114,5003.3346472876
4998.713,4992.49982118466,5004.02744468365
4999.576,4993.99956133081,5005.49105662023
4999.576,4993.4870365112,5005.29457967192
4999.512,4993.59368716279,5004.96985108117
4998.799,4993.21155030198,5004.34219902377
4998.706,4992.67877505471,5004.46615916257
4998.194,4992.30499403898,5003.91526210971
4998.087,4992.29679438272,5003.91333439353
4997.779,4991.64927561284,5003.41499948918
4999.09,4993.27055322502,5005.06684152804
4998.275,4991.90533583624,5004.05283730184
4997.396,4990.96060794714,5003.02517379605
4997.651,4991.34494073725,5003.40669541164
4995.683,4989.48596901901,5001.58886892854
4996.796,4990.47811183143,5003.00458315846
4996.732,4990.40739739024,5002.26427767948
4995.484,4989.30983923626,5001.46598693452
4994.92,4989.04715974233,5000.62662560417
4993.969,4988.14389292989,4999.41981709513
4992.756,4986.6596245612,4998.57569639452
4992.866,4986.89812337692,4998.88826829866
4992.997,4987.32789683974,4999.36793146851
4993.32,4987.78906674783,4999.76681896226
4993.423,4987.7452661568,4999.6758672812
4993.856,4988.10081405223,5000.12320972639
4994.131,4988.03692710959,5000.26760081652
4995.217,4988.9493497731,5001.62634428992
4995.399,4989.25716803671,5001.4064452439
4994.737,4988.396,5000.43369249327
4993.68,4987.36170867584,4999.35175227544
4994.319,4988.30239992193,4999.7887247336
4995.717,4989.6301640406,5001.67199867749
4996.138,4990.06991938087,5002.24459132861
4995.72,4989.69802022469,5001.51173455957
4995.291,4989.44334176795,5001.13735943915
4994.532,4988.55743790007,5000.31216461024
4996.146,4990.28968461738,5001.74884600218
4996.082,4990.4419278749,5002.21283237348
4996.706,4991.13573922073,5002.41002170794
4997.1,4991.27625615752,5002.6137670791
4998.071,4992.36244559382,5003.78794087619
4999.563,4994.17994887771,5005.55051362297
4999.912,4993.87775564982,5005.84301596874
4999.176,4993.310347079,5005.81808162511
5000.056,4994.48838802347,5005.79467768059
4999.068,4993.74190419939,5004.85434664409
4999.164,4993.63246926735,5005.05991948777
4999.424,4993.75119080491,5005.66178455924
5001.06,4995.43175652811,5007.04500917764
4999.698,4993.88446606032,5005.66997602463
5000.669,4994.82783564547,5006.66496283974
5002.369,4996.83617047916,5008.3052602444
5005.31,4999.86159587839,5011.1175852014
5004.952,4999.27762612593,5010.6285233939
5004.383,4998.66753028284,5010.1706505505
5004.327,4998.77406795251,5009.99676610591
5004.778,4998.6415800894,5010.42539745695
5003.595,4997.42160932609,5009.07912907393
5003.034,4997.15360244598,5008.49576062626
5003.454,4997.54967340654,5008.83972512374
5003.841,4997.85238417994,5009.58361712904
5004.277,4998.36345990075,5009.81619144944
5004.023,4997.69649489335,5009.53638182152
5001.509,4995.56056903165,5007.20346940289
5001.214,4995.04132960496,5006.88666559368
5000.887,4995.1465007389,5006.60379337079
4999.512,4994.00042117862,5005.78558956392
4998.896,4993.10019595941,5005.1101097997
4998,4992.24001098702,5004.3451248685
4996.937,4991.44768495642,5003.27236136594
4996.74,4990.92388170337,5003.032
4997.681,4992.3418162622,5004.04060801196
4995.145,4989.41051233808,5001.23848561991
4995.838,4990.04914731106,5002.07881732125
