START_POPULATION,CROWDING_COEFFICIENT,REPRODUCTION_PROBABILITY,DEATH_PROBABILITY,ITERATION_GRAND_MEAN,LOWER_95_CI,UPPER_95_CI
31,1e-05,0.25,0.2,4993.65174129353,4991.57711442786,4995.60696517413
31,1e-05,0.3,0.25,4989.47263681592,4987.82089552239,4990.98009950249
31,1e-05,0.35,0.3,5013.13432835821,5011.78606965174,5014.35323383085
31,1e-05,0.4,0.35,4990.89054726368,4988.05970149254,4993.97014925373
31,1e-05,0.45,0.4,4998.42288557214,4995.76119402985,5000.92537313433
31,1e-05,0.5,0.45,4988.36815920398,4986.24875621891,4990.4328358209
31,1e-05,0.55,0.5,4997.87562189055,4995.85074626866,5000.01492537313
31,1e-05,0.6,0.55,4990.88059701493,4988.65671641791,4993.0447761194
31,1e-05,0.65,0.6,4990.34825870647,4988.96517412935,4991.69154228856
31,1e-05,0.7,0.65,4994.61194029851,4993.12935323383,4996.2039800995
31,1e-05,0.75,0.7,4999.1144278607,4997.70149253731,5000.38805970149
31,1e-05,0.8,0.75,4996.96019900498,4995.63184079602,4998.16915422886
31,1e-05,0.85,0.8,5004.99502487562,5003.39800995025,5006.64676616915
31,1e-05,0.9,0.85,5001.70646766169,5000.87064676617,5002.52736318408
31,1e-05,0.95,0.9,4999.44278606965,4998.51243781094,5000.39800995025
31,1e-05,1,0.95,5000,5000,5000
31,2e-05,0.05,0,2499.14427860697,2498.48756218905,2499.82587064677
31,2e-05,0.1,0.05,2495.23880597015,2494.41791044776,2496.1144278607
31,2e-05,0.15,0.1,2501.2736318408,2500.2736318408,2502.34328358209
31,2e-05,0.2,0.15,2500.4328358209,2499.45771144279,2501.36815920398
31,2e-05,0.25,0.2,2492.13432835821,2490.60696517413,2493.53731343284
31,2e-05,0.3,0.25,2495.24875621891,2494.25373134328,2496.2039800995
31,2e-05,0.35,0.3,2495.97014925373,2494.83582089552,2497.07960199005
31,2e-05,0.4,0.35,2488.33333333333,2486.94527363184,2489.7960199005
31,2e-05,0.45,0.4,2490.21393034826,2488.45771144279,2492.05970149254
31,2e-05,0.5,0.45,2493.26865671642,2492.10945273632,2494.44278606965
31,2e-05,0.55,0.5,2493.71144278607,2492.57711442786,2494.95024875622
31,2e-05,0.6,0.55,2500.62189054726,2499.14925373134,2502.1144278607
31,2e-05,0.65,0.6,2496.54726368159,2495.10447761194,2498.00497512438
31,2e-05,0.7,0.65,2493.28358208955,2492.1144278607,2494.44278606965
31,2e-05,0.75,0.7,2499.17910447761,2497.3631840796,2501.13432835821
31,2e-05,0.8,0.75,2488.8855721393,2487.78606965174,2490.0447761194
31,2e-05,0.85,0.8,2491.80597014925,2490.87562189055,2492.76616915423
31,2e-05,0.9,0.85,2499.36815920398,2498.69651741294,2500
31,2e-05,0.95,0.9,2499.7960199005,2499.18407960199,2500.45273631841
31,2e-05,1,0.95,2500,2500,2500
31,3e-05,0.05,0,1663.407960199,1662.81094527363,1664
31,3e-05,0.1,0.05,1662.76119402985,1661.96019900498,1663.54228855721
31,3e-05,0.15,0.1,1666.57711442786,1665.92537313433,1667.17910447761
31,3e-05,0.2,0.15,1663.61194029851,1662.87064676617,1664.33830845771
31,3e-05,0.25,0.2,1664.92537313433,1664.15422885572,1665.64676616915
31,3e-05,0.3,0.25,1663.44776119403,1662.65671641791,1664.23880597015
31,3e-05,0.35,0.3,1665.89552238806,1665.22388059701,1666.46268656716
31,3e-05,0.4,0.35,1665.03482587065,1663.9552238806,1666.13432835821
31,3e-05,0.45,0.4,1663.18407960199,1662.14925373134,1664.20895522388
31,3e-05,0.5,0.45,1657.51741293532,1656.54228855721,1658.54726368159
31,3e-05,0.55,0.5,1660.65174129353,1659.51741293532,1661.75124378109
31,3e-05,0.6,0.55,1656.4328358209,1655.06965174129,1657.73134328358
31,3e-05,0.65,0.6,1659.74626865672,1658.84577114428,1660.60199004975
31,3e-05,0.7,0.65,1663.8855721393,1663.1144278607,1664.64676616915
31,3e-05,0.75,0.7,1658.53731343284,1657.41293532338,1659.67164179104
31,3e-05,0.8,0.75,1666.45273631841,1665.58706467662,1667.33333333333
31,3e-05,0.85,0.8,1666.37810945274,1665.68656716418,1667.02985074627
31,3e-05,0.9,0.85,1665.16417910448,1664.67164179104,1665.65671641791
31,3e-05,0.95,0.9,1666.69651741294,1666.24378109453,1667.14427860697
31,3e-05,1,0.95,1667,1667,1667
31,4e-05,0.05,0,1249.79104477612,1249.44776119403,1250.12935323383
31,4e-05,0.1,0.05,1248.0447761194,1247.39800995025,1248.65174129353
31,4e-05,0.15,0.1,1244.66666666667,1243.99004975124,1245.31343283582
31,4e-05,0.2,0.15,1246.89552238806,1245.87562189055,1247.88059701493
31,4e-05,0.25,0.2,1242.57213930348,1241.60696517413,1243.50248756219
31,4e-05,0.3,0.25,1245.96019900498,1245.1144278607,1246.76119402985
31,4e-05,0.35,0.3,1235.44278606965,1234.53731343284,1236.31343283582
31,4e-05,0.4,0.35,1244.72139303483,1243.94029850746,1245.5671641791
31,4e-05,0.45,0.4,1247.7960199005,1246.76616915423,1248.87562189055
31,4e-05,0.5,0.45,1248.08457711443,1247.35323383085,1248.82089552239
31,4e-05,0.55,0.5,1252.64676616915,1251.76119402985,1253.54228855721
31,4e-05,0.6,0.55,1240.25373134328,1239,1241.57213930348
31,4e-05,0.65,0.6,1237.4328358209,1236.16915422886,1238.69651741294
31,4e-05,0.7,0.65,1239.5223880597,1238.65174129353,1240.4776119403
31,4e-05,0.75,0.7,1248.42288557214,1247.35820895522,1249.29850746269
31,4e-05,0.8,0.75,1248.54228855721,1247.71144278607,1249.38308457711
31,4e-05,0.85,0.8,1248.95024875622,1248.18905472637,1249.62686567164
31,4e-05,0.9,0.85,1246.91542288557,1246.44776119403,1247.39800995025
31,4e-05,0.95,0.9,1249.31343283582,1248.81592039801,1249.80099502488
31,4e-05,1,0.95,1250,1250,1250
31,5e-05,0.05,0,1001.73134328358,1001.17910447761,1002.34328358209
31,5e-05,0.1,0.05,998.855721393035,998.517412935323,999.258706467662
31,5e-05,0.15,0.1,994.716417910448,994.174129353234,995.328358208955
31,5e-05,0.2,0.15,997.069651741294,996.059701492537,998.029850746269
31,5e-05,0.25,0.2,998.597014925373,997.955223880597,999.218905472637
31,5e-05,0.3,0.25,993.547263681592,992.756218905473,994.253731343284
31,5e-05,0.35,0.3,1001.54228855721,1000.89552238806,1002.31343283582
31,5e-05,0.4,0.35,1002.14925373134,1001.21890547264,1002.94527363184
31,5e-05,0.45,0.4,998.502487562189,997.805970149254,999.213930348259
31,5e-05,0.5,0.45,985.213930348259,984.179104477612,986.129353233831
31,5e-05,0.55,0.5,986.278606965174,985.129353233831,987.427860696517
31,5e-05,0.6,0.55,993.930348258706,993.084577114428,994.800995024876
31,5e-05,0.65,0.6,992.592039800995,991.497512437811,993.686567164179
31,5e-05,0.7,0.65,995.149253731343,994.427860696517,995.910447761194
31,5e-05,0.75,0.7,1000.22388059701,999.164179104478,1001.407960199
31,5e-05,0.8,0.75,1001.4776119403,1001.12935323383,1001.8407960199
31,5e-05,0.85,0.8,996.422885572139,995.985074626866,996.880597014925
31,5e-05,0.9,0.85,997.597014925373,997.139303482587,998.099502487562
31,5e-05,0.95,0.9,998.835820895522,998.462686567164,999.208955223881
31,5e-05,1,0.95,1000,1000,1000
31,6e-05,0.05,0,833.73631840796,833.298507462687,834.189054726368
31,6e-05,0.1,0.05,832.825870646766,832.358208955224,833.303482587065
31,6e-05,0.15,0.1,832.402985074627,831.855721393035,832.945273631841
31,6e-05,0.2,0.15,830.47263681592,829.771144278607,831.149253731343
31,6e-05,0.25,0.2,828.73631840796,828.194029850746,829.353233830846
31,6e-05,0.3,0.25,827.905472636816,826.92039800995,828.92039800995
31,6e-05,0.35,0.3,825.36815920398,824.800995024876,825.935323383085
31,6e-05,0.4,0.35,825.825870646766,825.054726368159,826.606965174129
31,6e-05,0.45,0.4,827.950248756219,827.238805970149,828.666666666667
31,6e-05,0.5,0.45,820.661691542289,819.547263681592,821.721393034826
31,6e-05,0.55,0.5,831.89552238806,830.915422885572,832.796019900498
31,6e-05,0.6,0.55,831.308457711443,830.55223880597,832.074626865672
31,6e-05,0.65,0.6,828.417910447761,827.592039800995,829.129353233831
31,6e-05,0.7,0.65,833.318407960199,832.666666666667,834.024875621891
31,6e-05,0.75,0.7,829.935323383085,829.363184079602,830.457711442786
31,6e-05,0.8,0.75,831.651741293532,831.069651741294,832.233830845771
31,6e-05,0.85,0.8,829.303482587065,828.900497512438,829.681592039801
31,6e-05,0.9,0.85,829.378109452736,828.990049751244,829.781094527363
31,6e-05,0.95,0.9,833.358208955224,833.034825870647,833.666666666667
31,6e-05,1,0.95,834,834,834
31,7e-05,0.05,0,713.238805970149,712.92039800995,713.547263681592
31,7e-05,0.1,0.05,711.084577114428,710.731343283582,711.457711442786
31,7e-05,0.15,0.1,710.940298507463,710.412935323383,711.462686567164
31,7e-05,0.2,0.15,708.880597014925,708.208955223881,709.557213930348
31,7e-05,0.25,0.2,712.676616915423,712.144278606965,713.213930348259
31,7e-05,0.3,0.25,707.55223880597,707.069651741294,707.985074626866
31,7e-05,0.35,0.3,710.114427860697,709.616915422886,710.597014925373
31,7e-05,0.4,0.35,710.139303482587,709.467661691542,710.791044776119
31,7e-05,0.45,0.4,707.81592039801,706.721393034826,708.935323383085
31,7e-05,0.5,0.45,707.611940298507,706.845771144279,708.407960199005
31,7e-05,0.55,0.5,708.825870646766,707.850746268657,709.771144278607
31,7e-05,0.6,0.55,707.208955223881,706.358208955224,708.054726368159
31,7e-05,0.65,0.6,708.985074626866,708.36815920398,709.616915422886
31,7e-05,0.7,0.65,710.47263681592,709.820895522388,711.124378109453
31,7e-05,0.75,0.7,715.601990049751,715.024875621891,716.18407960199
31,7e-05,0.8,0.75,710.024875621891,709.477611940299,710.63184079602
31,7e-05,0.85,0.8,711.124378109453,710.597014925373,711.621890547264
31,7e-05,0.9,0.85,711.636815920398,711.323383084577,711.960199004975
31,7e-05,0.95,0.9,711.542288557214,711.164179104478,711.89552238806
31,7e-05,1,0.95,715,715,715
31,8e-05,0.05,0,622.73631840796,622.487562189055,623.004975124378
31,8e-05,0.1,0.05,623.089552238806,622.776119402985,623.393034825871
31,8e-05,0.15,0.1,618.870646766169,618.353233830846,619.383084577114
31,8e-05,0.2,0.15,624.71144278607,624.169154228856,625.313432835821
31,8e-05,0.25,0.2,619.114427860697,618.71144278607,619.507462686567
31,8e-05,0.3,0.25,624.089552238806,623.537313432836,624.646766169154
31,8e-05,0.35,0.3,620.835820895522,620.10447761194,621.577114427861
31,8e-05,0.4,0.35,618.850746268657,618.243781094527,619.44776119403
31,8e-05,0.45,0.4,615.766169154229,615.149253731343,616.402985074627
31,8e-05,0.5,0.45,620.935323383085,620.437810945274,621.52736318408
31,8e-05,0.55,0.5,615.26368159204,614.512437810945,615.965174129353
31,8e-05,0.6,0.55,611.990049751244,611.278606965174,612.741293532338
31,8e-05,0.65,0.6,611.990049751244,611.333333333333,612.726368159204
31,8e-05,0.7,0.65,620.283582089552,619.492537313433,621.094527363184
31,8e-05,0.75,0.7,618.208955223881,617.696517412935,618.741293532338
31,8e-05,0.8,0.75,621.233830845771,620.616915422886,621.800995024876
31,8e-05,0.85,0.8,621.462686567164,620.940298507463,622.039800995025
31,8e-05,0.9,0.85,625.074626865672,624.641791044776,625.487562189055
31,8e-05,0.95,0.9,623.975124378109,623.781094527363,624.199004975124
31,8e-05,1,0.95,625,625,625
31,9e-05,0.05,0,554.233830845771,554.049751243781,554.417910447761
31,9e-05,0.1,0.05,553.990049751244,553.636815920398,554.348258706468
31,9e-05,0.15,0.1,551.810945273632,551.129353233831,552.55223880597
31,9e-05,0.2,0.15,555.601990049751,555.014925373134,556.139303482587
31,9e-05,0.25,0.2,549.950248756219,549.452736318408,550.442786069652
31,9e-05,0.3,0.25,550.676616915423,549.880597014925,551.457711442786
31,9e-05,0.35,0.3,545.547263681592,545.024875621891,546.029850746269
31,9e-05,0.4,0.35,549.218905472637,548.601990049751,549.810945273632
31,9e-05,0.45,0.4,548.577114427861,548.054726368159,549.084577114428
31,9e-05,0.5,0.45,548.427860696517,547.71144278607,549.139303482587
31,9e-05,0.55,0.5,544.681592039801,544.129353233831,545.268656716418
31,9e-05,0.6,0.55,548.293532338308,547.621890547264,548.975124378109
31,9e-05,0.65,0.6,552.507462686567,551.796019900498,553.154228855721
31,9e-05,0.7,0.65,548.582089552239,547.935323383085,549.213930348259
31,9e-05,0.75,0.7,544.761194029851,544.134328358209,545.363184079602
31,9e-05,0.8,0.75,553.323383084577,552.92039800995,553.706467661692
31,9e-05,0.85,0.8,552.134328358209,551.731343283582,552.562189054726
31,9e-05,0.9,0.85,553.174129353234,552.751243781095,553.616915422886
31,9e-05,0.95,0.9,554.432835820896,554.074626865672,554.771144278607
31,9e-05,1,0.95,556,556,556
31,0.0001,0.05,0,498.353233830846,498.124378109453,498.592039800995
31,0.0001,0.1,0.05,495.497512437811,495.1592039801,495.860696517413
31,0.0001,0.15,0.1,498.084577114428,497.398009950249,498.776119402985
31,0.0001,0.2,0.15,500.442786069652,499.955223880597,500.915422885572
31,0.0001,0.25,0.2,495.915422885572,495.44776119403,496.36815920398
31,0.0001,0.3,0.25,493.741293532338,492.880597014925,494.646766169154
31,0.0001,0.35,0.3,494.338308457711,493.820895522388,494.835820895522
31,0.0001,0.4,0.35,497.378109452736,496.731343283582,498.039800995025
31,0.0001,0.45,0.4,488.174129353234,487.661691542289,488.676616915423
31,0.0001,0.5,0.45,486.746268656716,485.71144278607,487.646766169154
31,0.0001,0.55,0.5,485.323383084577,484.726368159204,485.880597014925
31,0.0001,0.6,0.55,496.89552238806,496.179104477612,497.616915422886
31,0.0001,0.65,0.6,494.318407960199,493.402985074627,495.213930348259
31,0.0001,0.7,0.65,493.910447761194,493.248756218905,494.577114427861
31,0.0001,0.75,0.7,495.990049751244,495.388059701493,496.582089552239
31,0.0001,0.8,0.75,495.07960199005,494.661691542289,495.482587064677
31,0.0001,0.85,0.8,499.55223880597,499.089552238806,500
31,0.0001,0.9,0.85,499.099502487562,498.636815920398,499.562189054726
31,0.0001,0.95,0.9,497.825870646766,497.477611940299,498.164179104478
31,0.0001,1,0.95,500,500,500
33,1e-05,0.05,0,4996.78109452736,4995.74626865672,4997.72139303483
33,1e-05,0.1,0.05,5001.57213930348,5000.22885572139,5002.89054726368
33,1e-05,0.15,0.1,4998.44776119403,4996.81094527363,5000.00497512438
33,1e-05,0.2,0.15,4994.81592039801,4993.01990049751,4996.64179104478
33,1e-05,0.25,0.2,4997.64179104478,4996.45771144279,4999.00497512438
33,1e-05,0.3,0.25,4989.51741293532,4988.09950248756,4991.03980099502
33,1e-05,0.35,0.3,4998.29353233831,4996.36815920398,5000.34825870647
33,1e-05,0.4,0.35,5003.30348258706,5001.57213930348,5005.10447761194
33,1e-05,0.45,0.4,4993.61194029851,4990.67661691542,4996.67661691542
33,1e-05,0.5,0.45,4996.45771144279,4995.02487562189,4997.81592039801
33,1e-05,0.55,0.5,4991.14925373134,4988.2736318408,4994.1144278607
33,1e-05,0.6,0.55,4995.91542288557,4994.16915422886,4997.70149253731
33,1e-05,0.65,0.6,4990.94029850746,4989.48258706468,4992.38805970149
33,1e-05,0.7,0.65,4983.51741293532,4982.11940298507,4984.76119402985
33,1e-05,0.75,0.7,4993.16915422886,4991.12437810945,4995.02487562189
33,1e-05,0.8,0.75,4986.16915422886,4984.58706467662,4987.77114427861
33,1e-05,0.85,0.8,4993.82587064677,4992.02985074627,4995.61194029851
33,1e-05,0.9,0.85,5000.44776119403,4998.90547263682,5001.95024875622
33,1e-05,0.95,0.9,5001,5000.13432835821,5001.83084577114
33,1e-05,1,0.95,5000,5000,5000
33,2e-05,0.05,0,2502.71144278607,2502.01492537313,2503.39800995025
33,2e-05,0.1,0.05,2494.80597014925,2493.96517412935,2495.67164179104
33,2e-05,0.15,0.1,2501.55223880597,2500.70149253731,2502.37313432836
33,2e-05,0.2,0.15,2495.18407960199,2494.0447761194,2496.35820895522
33,2e-05,0.25,0.2,2489.25870646766,2487.9552238806,2490.46766169154
33,2e-05,0.3,0.25,2491.12935323383,2489.42786069652,2492.98009950249
33,2e-05,0.35,0.3,2501.13432835821,2500,2502.35323383085
33,2e-05,0.4,0.35,2495.57711442786,2494.1592039801,2496.94029850746
33,2e-05,0.45,0.4,2486.68656716418,2485.52736318408,2487.85572139303
33,2e-05,0.5,0.45,2501.30845771144,2499.6368159204,2502.98009950249
33,2e-05,0.55,0.5,2488.40796019901,2487.07960199005,2489.94029850746
33,2e-05,0.6,0.55,2503.3631840796,2502.21393034826,2504.60696517413
33,2e-05,0.65,0.6,2491.90049751244,2490.73631840796,2493.0447761194
33,2e-05,0.7,0.65,2499.75124378109,2498.31343283582,2501.23880597015
33,2e-05,0.75,0.7,2501.46268656716,2500.4776119403,2502.41791044776
33,2e-05,0.8,0.75,2494.74626865672,2493.73631840796,2495.72139303483
33,2e-05,0.85,0.8,2495.57711442786,2494.42288557214,2496.73134328358
33,2e-05,0.9,0.85,2495.7960199005,2494.83582089552,2496.86069651741
33,2e-05,0.95,0.9,2496.46268656716,2495.78109452736,2497.16417910448
33,2e-05,1,0.95,2500,2500,2500
33,3e-05,0.05,0,1664.39800995025,1663.91542288557,1664.89552238806
33,3e-05,0.1,0.05,1664.71144278607,1664.01990049751,1665.34825870647
33,3e-05,0.15,0.1,1663.09950248756,1662.07462686567,1664.07462686567
33,3e-05,0.2,0.15,1660.80597014925,1659.66169154229,1661.97014925373
33,3e-05,0.25,0.2,1665.03980099502,1663.86567164179,1666.12437810945
33,3e-05,0.3,0.25,1666.47263681592,1665.24378109453,1667.73631840796
33,3e-05,0.35,0.3,1661.15422885572,1660.11940298507,1662.1144278607
33,3e-05,0.4,0.35,1638.32835820896,1636.93034825871,1639.68656716418
33,3e-05,0.45,0.4,1653.35820895522,1652.22885572139,1654.44278606965
33,3e-05,0.5,0.45,1659.55223880597,1658.11940298507,1661.03980099502
33,3e-05,0.55,0.5,1662.16417910448,1660.94029850746,1663.5223880597
33,3e-05,0.6,0.55,1668.42288557214,1667.12437810945,1669.65174129353
33,3e-05,0.65,0.6,1657.61691542289,1656.6815920398,1658.6368159204
33,3e-05,0.7,0.65,1661.31343283582,1660.21890547264,1662.44776119403
33,3e-05,0.75,0.7,1665.5671641791,1664.60199004975,1666.55721393035
33,3e-05,0.8,0.75,1660.56218905473,1659.81592039801,1661.35323383085
33,3e-05,0.85,0.8,1665.71144278607,1664.9552238806,1666.44278606965
33,3e-05,0.9,0.85,1662.65671641791,1662.1144278607,1663.1592039801
33,3e-05,0.95,0.9,1665.30348258706,1664.78606965174,1665.85074626866
33,3e-05,1,0.95,1667,1667,1667
33,4e-05,0.05,0,1249.08457711443,1248.65671641791,1249.51741293532
33,4e-05,0.1,0.05,1246.33333333333,1246,1246.64676616915
33,4e-05,0.15,0.1,1248.41293532338,1247.7263681592,1249.10447761194
33,4e-05,0.2,0.15,1247.86069651741,1246.8407960199,1248.77611940299
33,4e-05,0.25,0.2,1247.4776119403,1246.77611940299,1248.16915422886
33,4e-05,0.3,0.25,1245.97014925373,1244.51243781095,1247.53233830846
33,4e-05,0.35,0.3,1236.56218905473,1235.81592039801,1237.31343283582
33,4e-05,0.4,0.35,1248.33333333333,1247.17910447761,1249.51243781095
33,4e-05,0.45,0.4,1244.5671641791,1243.60199004975,1245.60199004975
33,4e-05,0.5,0.45,1249.4776119403,1248.67661691542,1250.23383084577
33,4e-05,0.55,0.5,1245.06467661692,1244.41791044776,1245.68656716418
33,4e-05,0.6,0.55,1243.49751243781,1242.30348258706,1244.69154228856
33,4e-05,0.65,0.6,1246.87562189055,1245.58208955224,1248.13432835821
33,4e-05,0.7,0.65,1244.2736318408,1243.22388059701,1245.27860696517
33,4e-05,0.75,0.7,1247.06965174129,1246.22388059701,1247.86567164179
33,4e-05,0.8,0.75,1243.54228855721,1242.91044776119,1244.18407960199
33,4e-05,0.85,0.8,1249.13930348259,1248.60199004975,1249.65174129353
33,4e-05,0.9,0.85,1251.14427860697,1250.67661691542,1251.69154228856
33,4e-05,0.95,0.9,1249.38308457711,1248.86567164179,1249.8407960199
33,4e-05,1,0.95,1250,1250,1250
33,5e-05,0.05,0,996.985074626866,996.656716417911,997.328358208955
33,5e-05,0.1,0.05,996.820895522388,996.26368159204,997.492537313433
33,5e-05,0.15,0.1,995.253731343284,994.786069651741,995.681592039801
33,5e-05,0.2,0.15,997.830845771144,997.119402985075,998.542288557214
33,5e-05,0.25,0.2,996.467661691542,995.751243781095,997.169154228856
33,5e-05,0.3,0.25,994.781094527363,994.064676616915,995.512437810945
33,5e-05,0.35,0.3,983.930348258706,983.009950248756,984.880597014925
33,5e-05,0.4,0.35,984.497512437811,983.721393034826,985.283582089552
33,5e-05,0.45,0.4,992.417910447761,991.721393034826,993.149253731343
33,5e-05,0.5,0.45,1004.08955223881,1002.89552238806,1005.23383084577
33,5e-05,0.55,0.5,994.333333333333,993.358208955224,995.36815920398
33,5e-05,0.6,0.55,991.477611940299,990.07960199005,992.81592039801
33,5e-05,0.65,0.6,993.537313432836,992.731343283582,994.268656716418
33,5e-05,0.7,0.65,995.796019900498,994.935323383085,996.671641791045
33,5e-05,0.75,0.7,997.925373134328,997.273631840796,998.592039800995
33,5e-05,0.8,0.75,1000.10945273632,999.398009950249,1000.82587064677
33,5e-05,0.85,0.8,999.179104477612,998.393034825871,999.960199004975
33,5e-05,0.9,0.85,999.378109452736,998.810945273632,999.92039800995
33,5e-05,0.95,0.9,997.049751243781,996.691542288557,997.452736318408
33,5e-05,1,0.95,1000,1000,1000
33,6e-05,0.05,0,831.029850746269,830.661691542289,831.417910447761
33,6e-05,0.1,0.05,832.452736318408,832.024875621891,832.825870646766
33,6e-05,0.15,0.1,833.452736318408,832.8407960199,834.064676616915
33,6e-05,0.2,0.15,831.318407960199,830.701492537313,831.880597014925
33,6e-05,0.25,0.2,830.383084577114,829.661691542289,831.059701492537
33,6e-05,0.3,0.25,828.44776119403,827.517412935323,829.378109452736
33,6e-05,0.35,0.3,829.074626865672,828.537313432836,829.601990049751
33,6e-05,0.4,0.35,825.318407960199,824.691542288557,825.970149253731
33,6e-05,0.45,0.4,827.666666666667,826.930348258706,828.417910447761
33,6e-05,0.5,0.45,831.73631840796,830.63184079602,832.800995024876
33,6e-05,0.55,0.5,826.452736318408,825.696517412935,827.293532338308
33,6e-05,0.6,0.55,826.835820895522,825.960199004975,827.681592039801
33,6e-05,0.65,0.6,826.462686567164,825.865671641791,827.094527363184
33,6e-05,0.7,0.65,835.71144278607,835.049751243781,836.358208955224
33,6e-05,0.75,0.7,826.656716417911,826.009950248756,827.348258706468
33,6e-05,0.8,0.75,831.502487562189,830.825870646766,832.164179104478
33,6e-05,0.85,0.8,830.402985074627,829.805970149254,830.985074626866
33,6e-05,0.9,0.85,831.482587064677,831.064676616915,831.885572139303
33,6e-05,0.95,0.9,833.542288557214,833.119402985075,833.940298507463
33,6e-05,1,0.95,834,834,834
33,7e-05,0.05,0,712.348258706468,711.945273631841,712.771144278607
33,7e-05,0.1,0.05,711.666666666667,711.18407960199,712.144278606965
33,7e-05,0.15,0.1,708.8407960199,708.303482587065,709.402985074627
33,7e-05,0.2,0.15,710.676616915423,710.308457711443,711.029850746269
33,7e-05,0.25,0.2,711.71144278607,710.910447761194,712.592039800995
33,7e-05,0.3,0.25,705.975124378109,705.383084577114,706.601990049751
33,7e-05,0.35,0.3,707.641791044776,707.144278606965,708.119402985075
33,7e-05,0.4,0.35,707.412935323383,706.751243781095,708.109452736318
33,7e-05,0.45,0.4,711.194029850746,710.10447761194,712.437810945274
33,7e-05,0.5,0.45,709.547263681592,708.786069651741,710.338308457711
33,7e-05,0.55,0.5,699.726368159204,699.199004975124,700.323383084577
33,7e-05,0.6,0.55,707.268656716418,706.487562189055,708.059701492537
33,7e-05,0.65,0.6,711.557213930348,710.905472636816,712.213930348259
33,7e-05,0.7,0.65,710.199004975124,709.383084577114,710.960199004975
33,7e-05,0.75,0.7,706.746268656716,706.1592039801,707.412935323383
33,7e-05,0.8,0.75,711.601990049751,710.825870646766,712.308457711443
33,7e-05,0.85,0.8,711.567164179104,711.119402985075,712.029850746269
33,7e-05,0.9,0.85,710.373134328358,709.955223880597,710.751243781095
33,7e-05,0.95,0.9,713.706467661692,713.47263681592,713.945273631841
33,7e-05,1,0.95,715,715,715
33,8e-05,0.05,0,624.417910447761,624.189054726368,624.651741293532
33,8e-05,0.1,0.05,623.512437810945,623.223880597015,623.835820895522
33,8e-05,0.15,0.1,622.482587064677,621.915422885572,623.064676616915
33,8e-05,0.2,0.15,624.089552238806,623.487562189055,624.691542288557
33,8e-05,0.25,0.2,620.348258706468,619.731343283582,620.905472636816
33,8e-05,0.3,0.25,621.442786069652,620.771144278607,622.129353233831
33,8e-05,0.35,0.3,620.378109452736,619.766169154229,621.07960199005
33,8e-05,0.4,0.35,621.860696517413,621.238805970149,622.537313432836
33,8e-05,0.45,0.4,619.268656716418,618.796019900498,619.746268656716
33,8e-05,0.5,0.45,618.706467661692,617.572139303483,620
33,8e-05,0.55,0.5,625.497512437811,624.89552238806,626.129353233831
33,8e-05,0.6,0.55,617.796019900498,617.059701492537,618.522388059701
33,8e-05,0.65,0.6,618.547263681592,617.940298507463,619.124378109453
33,8e-05,0.7,0.65,623.726368159204,623.089552238806,624.427860696517
33,8e-05,0.75,0.7,621.791044776119,621.049751243781,622.457711442786
33,8e-05,0.8,0.75,618.850746268657,618.109452736318,619.517412935323
33,8e-05,0.85,0.8,622.009950248756,621.601990049751,622.407960199005
33,8e-05,0.9,0.85,621.487562189055,621.18407960199,621.791044776119
33,8e-05,0.95,0.9,624.825870646766,624.502487562189,625.099502487562
33,8e-05,1,0.95,625,625,625
33,9e-05,0.05,0,555.567164179104,555.208955223881,555.935323383085
33,9e-05,0.1,0.05,553.860696517413,553.492537313433,554.223880597015
33,9e-05,0.15,0.1,553.243781094527,552.771144278607,553.746268656716
33,9e-05,0.2,0.15,552,551.47263681592,552.47263681592
33,9e-05,0.25,0.2,552.10447761194,551.522388059701,552.716417910448
33,9e-05,0.3,0.25,552.537313432836,551.940298507463,553.10447761194
33,9e-05,0.35,0.3,551.308457711443,550.358208955224,552.308457711443
33,9e-05,0.4,0.35,550.805970149254,550.089552238806,551.512437810945
33,9e-05,0.45,0.4,551.462686567164,550.656716417911,552.203980099502
33,9e-05,0.5,0.45,539.741293532338,539.10447761194,540.343283582089
33,9e-05,0.55,0.5,549.353233830846,548.676616915423,549.950248756219
33,9e-05,0.6,0.55,554.328358208955,553.696517412935,554.970149253731
33,9e-05,0.65,0.6,549.07960199005,548.427860696517,549.751243781095
33,9e-05,0.7,0.65,551.348258706468,550.746268656716,551.955223880597
33,9e-05,0.75,0.7,553.313432835821,552.592039800995,554.054726368159
33,9e-05,0.8,0.75,555.243781094527,554.731343283582,555.721393034826
33,9e-05,0.85,0.8,554.308457711443,553.597014925373,555.089552238806
33,9e-05,0.9,0.85,552.860696517413,552.47263681592,553.218905472637
33,9e-05,0.95,0.9,556.706467661692,556.442786069652,556.990049751244
33,9e-05,1,0.95,556,556,556
33,0.0001,0.05,0,498.179104477612,497.716417910448,498.582089552239
33,0.0001,0.1,0.05,497.965174129353,497.661691542289,498.293532338308
33,0.0001,0.15,0.1,495.890547263682,495.626865671642,496.149253731343
33,0.0001,0.2,0.15,494.363184079602,493.81592039801,494.850746268657
33,0.0001,0.25,0.2,493.522388059701,493.064676616915,494.004975124378
33,0.0001,0.3,0.25,497.462686567164,496.8407960199,498.124378109453
33,0.0001,0.35,0.3,498.049751243781,497.303482587065,498.771144278607
33,0.0001,0.4,0.35,493.084577114428,492.532338308458,493.597014925373
